train_losses,val_losses,train_accuracies,val_accuracies,precisions,recalls,f1_scores
0.6544680618322812,0.3886897343194537,72.3044658277819,86.59480375898286,0.871560421891521,0.8586919749326475,0.8613415662927139
0.4280129827162218,0.24482195808045698,83.98716999753269,91.95688225538971,0.9178707137701977,0.917610779412993,0.9175601958638996
0.35893356479719074,0.19645234685097085,86.76905995558845,93.09010503040354,0.9294686978862369,0.9283855830614326,0.9283208907495499
0.30781939205450887,0.16510147535193123,88.99580557611645,94.5273631840796,0.943620743913729,0.9432112338248707,0.9434099936109553
0.28558675408422124,0.15896694092570166,90.20478657784358,94.99723604201216,0.9487440300333626,0.9497263117752844,0.948834023392715
0.26260217759736193,0.14150673486374057,90.93881075746361,95.63294637921504,0.9544829094332797,0.9553764682390774,0.9548543385524854
0.2523764281421606,0.127060000008593,91.33358006415001,95.35655058043118,0.9526958265758617,0.9516283311366274,0.9518424244184098
0.24274322681525756,0.13159123734824293,91.6358253145818,95.41182974018795,0.9540887702211341,0.9515800685204535,0.9526291605479168
0.23479009293298986,0.12624094442448072,91.92573402417962,96.1028192371476,0.9599038138603619,0.959179092888998,0.9594534917192236
0.22791484327843556,0.12300274164922405,92.34517641253393,95.85406301824213,0.9568817874425988,0.9577761995212432,0.957177430922647
