train_losses,val_losses,train_accuracies,val_accuracies,precisions,recalls,f1_scores
0.6385280617477861,0.3232496061868835,73.37774488033556,88.61249309010503,0.8835763562446592,0.8854233262212191,0.8836402919369976
0.37721184604384256,0.23292304168602354,86.17690599555884,91.95688225538971,0.9173070912156116,0.9172794277677183,0.9170410851614331
0.3317054241043341,0.20393859250307605,88.05822847273625,92.86898839137645,0.9267577063963595,0.9253739636162551,0.9259560831437966
0.3009219241477329,0.1951333286338731,89.08832963237109,93.09010503040354,0.9300115154189937,0.9291363862122021,0.9289785591965684
0.28267921823310194,0.17774684599747784,89.98272884283247,94.19568822553897,0.9400417905677033,0.9404804578010199,0.9400933354259261
0.2730781713195689,0.17902114328911953,90.2726375524303,94.16804864566059,0.9396997117594399,0.9405761514983592,0.9396821631550937
0.2584828208522096,0.1580749297057066,90.66740685911671,95.08015478164732,0.9497075471200974,0.9490125628899743,0.9491494912881334
0.2554565212107034,0.1636184413770312,90.9141376757957,94.25096738529574,0.941407692261751,0.9400692718461604,0.9402938217769381
0.2479728375519286,0.14714467393136338,91.07451270663707,95.19071310116087,0.9502911009020109,0.9501154585780361,0.9501983982501988
0.2388846006325246,0.14872267490187496,91.43227239082161,94.36152570480928,0.9421131959175876,0.941752484003823,0.9417422999017321
