train_losses,val_losses,train_accuracies,val_accuracies,precisions,recalls,f1_scores
0.6691190954554951,0.38104198132886696,71.79249938317295,86.89883913764511,0.8715512581763344,0.8626135287769512,0.8654713657404777
0.455053371614253,0.3054022838672002,82.87688132247717,89.46932006633499,0.8934375301663859,0.8933769956384193,0.8927802633238513
0.41825817416640665,0.26132236973366196,84.5053047125586,91.29353233830845,0.9110620500353539,0.9101496914150999,0.910412954448947
0.3949503969305601,0.24761859709887127,85.31334813718233,91.54228855721394,0.9131104579661143,0.9131690517794939,0.9131394064918407
0.3828770462607256,0.2386301947316449,86.139896373057,91.92924267551133,0.9178643575139617,0.9161158647678321,0.9161660912878494
0.3658590769538513,0.228150436523975,86.62718973599803,92.48203427307905,0.9231407726350195,0.9217903059915068,0.9221889848706456
0.3569075808928328,0.21827698030035225,87.0774734764372,92.53731343283582,0.923212471558231,0.9232938637366246,0.9225711119683465
0.345111457833054,0.20156038488800587,87.4475697014557,93.00718629076837,0.927221522502938,0.9280421336240972,0.9274266617610211
0.3431684752040831,0.2146417888436924,87.76831976313842,92.5925925925926,0.9229352972088721,0.924724656377857,0.9235089613256147
0.3311776464448643,0.20555087887240867,88.16308906982482,93.20066334991708,0.9310055746320268,0.9298432836196423,0.9294349802861146
